sentenceID,sentenceText
DDI-DrugBank.d165.s10,therefore concomitant administration of Itraconazole with cisapride is contraindicated.
DDI-DrugBank.d165.s11,Coadministration of Itraconazole with oral midazolam or triazolam has resulted in elevated plasma concentrations of the latter two drugs.
DDI-DrugBank.d165.s12,This may potentiate and prolong hypnotic and sedative effects.
DDI-DrugBank.d165.s13,These agents should not be used in patients treated with Itraconazole.
DDI-DrugBank.d165.s14,"If midazolam is administered parenterally, special precaution is required since the sedative effect may be prolonged."
DDI-DrugBank.d165.s15,"Coadministration of Itraconazole and cyclosporine, tacrolimus or digoxin has led to increased plasma concentrations of the latter three drugs."
DDI-DrugBank.d165.s16,"Cyclosporine, tacrolimus and digoxin concentrations should be monitored at the initiation of Itraconazole therapy and frequently thereafter, and the dose of these three drug products adjusted appropriately."
DDI-DrugBank.d165.s17,Rhabdomyolysis has been observed in patients receiving HMG-CoA reductase inhibitors administered alone (at recommended dosages) or concomitantly with immunosuppressive drugs including cyclosporine.
DDI-DrugBank.d165.s18,"When Itraconazole was coadministered with phenytoin, rifampin, or H2antagonists, reduced plasma concentrations of itraconazole were reported."
DDI-DrugBank.d165.s19,"The physician is advised to monitor the plasma concentrations of itraconazole when any of these drugs is taken concurrently, and to increase the dose of Itraconazole if necessary."
DDI-DrugBank.d165.s20,"Although no studies have been conducted, concomitant administration of Itraconazole and phenytoin may alter the metabolism of phenytoin;"
DDI-DrugBank.d165.s21,"therefore, plasma concentrations of phenytoin should also be monitored when it is given concurrently with Itraconazole."
DDI-DrugBank.d165.s22,It has been reported that Itraconazole enhances the anticoagulant effect of coumarin-like drugs.
DDI-DrugBank.d165.s23,"Therefore, prothrombin time should be carefully monitored in patients receiving Itraconazole and coumarin-like drugs simultaneously."
DDI-DrugBank.d165.s24,Plasma concentrations of azole antifungal agents are reduced when given concurrently with isoniazid.
DDI-DrugBank.d165.s25,Itraconazole plasma concentrations should be monitored when Itraconazole and isoniazid are coadministered.
DDI-DrugBank.d165.s26,Severe hypoglycemia has been reported in patients concomitantly receiving azole antifungal agents and oral hypoglycemic agents.
DDI-DrugBank.d165.s27,Blood glucose concentrations should be carefully monitored when Itraconazole and oral hypoglycemic agents are coadministered.
DDI-DrugBank.d165.s28,Tinnitus and decreased hearing have been reported in patients concomitantly receiving Itraconazole and quinidine.
DDI-DrugBank.d165.s29,Edema has been reported in patients concomitantly receiving Itraconazole and dihydropyridine calcium channel blockers.
DDI-DrugBank.d165.s30,Appropriate dosage adjustments may be necessary.
DDI-DrugBank.d165.s31,"The results from a study in which eight HIV-infected individuals were treated with zidovudine, 8 +/- 0.4 mg/kg/day, showed that the pharmacokinetics of zidovudine were not affected during concomitant administration of Itraconazole, 100 mg b.i.d."
DDI-DrugBank.d455.s0,"In vitro studies of human CYP enzymes showed that entacapone inhibited the CYP enzymes 1A2, 2A6, 2C9, 2C19, 2D6, 2E1 and 3A only at very high concentrations (IC50 from 200 to over 1000 uM;"
DDI-DrugBank.d455.s1,an oral 200 mg dose achieves a highest level of approximately 5 uM in people);
DDI-DrugBank.d455.s2,these enzymes would therefore not be expected to be inhibited in clinical use.
DDI-DrugBank.d455.s3,Protein Binding: Entacapone is highly protein bound (98%).
DDI-DrugBank.d455.s4,"In vitro studies have shown no binding displacement between entacapone and other highly bound drugs, such as warfarin, salicylic acid, phenylbutazone, and diazepam."
DDI-DrugBank.d455.s5,Drugs Metabolized by Catechol-O-methyltransferase (COMT): Hormone levels: Levodopa is known to depress prolactin secretion and increase growth hormone levels.
DDI-DrugBank.d455.s6,Treatment with entacapone coadministered with levodopa/dopa decarboxylase inhibitor does not change these effects.
DDI-DrugBank.d455.s7,No interaction was noted with the MAO-B inhibitor selegiline in two multiple-dose interaction studies when entacapone was coadministered with a levodopa/dopa decarboxylase inhibitor (n=29).
DDI-DrugBank.d455.s8,More than 600 Parkinsons disease patients in clinical trials have used selegiline in combination with entacapone and levodopa/dopa decarboxylase inhibitor.
DDI-DrugBank.d455.s9,"As most entacapone excretion is via the bile, caution should be exercised when drugs known to interfere with biliary excretion, glucuronidation, and intestinal beta-glucuronidase are given concurrently with entacapone."
DDI-DrugBank.d455.s10,"These include probenecid, cholestyramine, and some antibiotics (e.g. erythromycin, rifamipicin, ampicillin and chloramphenicol)."
DDI-DrugBank.d455.s11,No interaction with the tricyclic antidepressant imipramine was shown in a single-dose study with entacapone without coadministered levodopa/dopa-decarboxylase inhibitor.
DDI-DrugBank.d184.s0,"Interactions may occur with the following: adrenocorticoids (cortisone-like medicine), anticoagulants (blood thinners), carbamazepine, corticotropin (barbiturates may decrease the effects of these medicines), central nervous system (CNS) depressants (using these medicines with barbiturates may result in increased CNS depressant effects), divalproex sodium, valproic acid (using these medicines with barbiturates may change the amount of either medicine that you need to take), and oral contraceptives containing estrogens (barbiturates may decrease the effectiveness of these oral contraceptives, and you may need to change to a different type of birth control)."
DDI-DrugBank.d76.s0,Potential for Interaction with Monoamine Oxidase Inhibitors
DDI-DrugBank.d76.s1,"In patients receiving another serotonin reuptake inhibitor drug in combination with monoamine oxidase inhibitors (MAOI), there have been reports of serious, sometimes fatal, reactions including hyperthermia, rigidity, myoclonus, autonomic instability with possible rapid fluctuations of vital signs, and mental status changes that include extreme agitation progressing to delirium and coma."
DDI-DrugBank.d76.s2,These reactions have also been reported in patients who have discontinued that drug and have been started on a MAOI.
DDI-DrugBank.d76.s3,Some cases presented with features resembling neuroleptic malignant syndrome.
DDI-DrugBank.d76.s4,"Therefore, it is recommended that Fluvoxamine Tablets not be used in combination with MAOIs, or within 14 days of discontinuing treatment with a MAOI."
DDI-DrugBank.d76.s5,"After stopping Fluvoxamine Tablets, at least 2 weeks should be allowed before starting a MAOI."
DDI-DrugBank.d76.s6,"Potential Terfenadine, Astemizole, and Cisapride Interactions"
DDI-DrugBank.d76.s7,"Terfenadine, astemizole and cisapride are all metabolized by the cytochrome P450IIIA4 isozyme, and it has been demonstrated that ketoconazole, a potent inhibitor of IIIA4, blocks the metabolism of these drugs, resulting in increased plasma concentrations of parent drug."
DDI-DrugBank.d76.s8,"Increased plasma concentrations of terfenadine, astemizole, and cisapride cause QT prolongation and have been associated with torsades de pointes-type ventricular tachycardia, sometimes fatal."
DDI-DrugBank.d76.s9,"As noted below, a sub- for fluvoxamine in combination with alprazolam, a drug that is known to be metabolized by the IIIA4 isozyme."
DDI-DrugBank.d76.s10,"Although it has not been definitively demonstrated that fluvoxamine is a potent IIIA4 inhibitor, it is likely to be, given the substantial interaction of fluvoxamine with alprazolam."
DDI-DrugBank.d76.s11,"Consequently, it is recommended that fluvoxamine not be used in combination with either terbinafine, astemizole, or cisapride."
DDI-DrugBank.d76.s12,"Other Potentially Important Drug Interactions: Benzodiazepines: Benzodiazepines metabolized by hepatic oxidation (e.g., alprazolam, midazolam, triazolam elc.) should be used with caution because the clearance of these drugs is likely to be reduced by fluvoxamine."
DDI-DrugBank.d76.s13,"The clearance of benzodiazepines metabolized by glucuronidation (e. g., lorazepam, oxazepam, temazepam) is unlikely to be affected by fluvoxamine."
DDI-DrugBank.d76.s14,"Alprazolam: When fluvoxamine maleate (100 mg qd) and alprazolam (1 mg q.d. were co-administered to steady state, plasma concentration and other pharmacokinetics parameters (AUC, Cmax, T1/2,) of alprazolam were approximately twice those observed when alprazolam was administered alone;"
DDI-DrugBank.d76.s15,oral clearance was reduced by about 50%.
DDI-DrugBank.d76.s16,The elevated plasma alprazolam concentrations resulted in decreased psychomotor performance and memory.
DDI-DrugBank.d76.s17,"This interaction, which has not been investigated using higher doses of fluvoxamine, may be more pronounced if a 300 mg daily dose is co-administered, particularly since fluvoxamine exhibits non-linear pharmacokinetics over the dosage range 100-300 mg. If alprazolam is co-administered with Fluvoxamine Tablets, the initial alprazolam dosage should be at least halved and titration to the lowest effective dose is recommended."
DDI-DrugBank.d76.s18,No dosage adjustment is required for Fluvoxamine Tablets.
DDI-DrugBank.d76.s19,Diazepam: The co-administration of Fluvoxamine Tablets and diazepam is generally not advisable.
DDI-DrugBank.d76.s20,"Because fluvoxamine reduces the clearance of both diazepam and its active metabolite, N-desmethyldiazepam, there is a strong likelihood of substantial accumulation of both species during chronic co-administration."
DDI-DrugBank.d76.s21,Evidence supporting the conclusion that it is inadvisable to co-administer fluvoxamine and diazepam is derived from a study in which healthy volunteers taking 150 mg/day of fluvoxamine were administered a single oral dose of 10 mg of diazepam.
DDI-DrugBank.d76.s22,"In these subjects (R= B), the clearance of diazepam was reduced by 65% and that of N-desmethyldiazepam to a level that was too low to measure over the course of the 2 week long study."
DDI-DrugBank.d76.s23,It is likely that experience significantly underestimates the degree of accumulation that might occur with repealed diazepam administration.
DDI-DrugBank.d76.s24,"Moreover, as noted with alprazolam, the effect of fluvoxamine may even be more pronounced when it is administered at higher doses."
DDI-DrugBank.d76.s25,"Accordingly, diazepam and fluvoxamine should not ordinarily be co-administered."
DDI-DrugBank.d76.s26,"Theophylline: The effect of steady-state fluvoxamine l50 mg bid on the pharmacokinetics of a single dose of Theophylline (375 mg) as 442 mg aminophylline was evaluated in 12 healthy non-smoking, male volunteers."
DDI-DrugBank.d76.s27,The clearance of theophylline was decreased approximately 3-fold.
DDI-DrugBank.d76.s28,"Therefore, if theophylline is co-administered with fluvoxamine maleate, its dose should be reduced to one third of the usual daily maintenance dose and plasma concentrations of theophylline should to monitored."
DDI-DrugBank.d76.s29,No dosage adjustment is required for Fluvoxamine Tablets.
DDI-DrugBank.d76.s30,"Warfarin: When fluvoxamine maleate (50 mg tid) was administered concomitantly with warfarin for two weeks, warfarin plasma concentrations increased by 98% and prothrombin times were prolonged."
DDI-DrugBank.d76.s31,Thus patients receiving oral anticoagulants and Fluvoxamine Tablets should have their prothrombin time monitored and their anticoagulant dose adjusted accordingly.
DDI-DrugBank.d76.s32,No dosage adjustment is required for Fluvoxamine Tablets.
DDI-DrugBank.d377.s0,Phospholine Iodide potentiates other cholinesterase inhibitors such as succinylcholine or organophosphate and carbamate insecticides.
DDI-DrugBank.d377.s1,Patients undergoing systemic anticholinesterase treatment should be warned of the possible additive effects of Phospholine Iodide.
DDI-DrugBank.d212.s0,"in vitro data on metabolic interactions indicate that Keppra  is unlikely to produce, or be subject to, pharmacokinetic interactions."
DDI-DrugBank.d212.s1,"Levetiracetam and its major metabolite, at concentrations well above cmax levels achieved within the therapeutic dose range, are neither inhibitors of nor high affinity substrates for human liver cytochrome P450 isoforms, epoxide hydrolase or UDP-glucuronidation enzymes."
DDI-DrugBank.d212.s2,"In addition, levetiracetam does not affect the in vitro glucuronidation of valproic acid."
DDI-DrugBank.d212.s3,Levetiracetam circulates largely unbound ( 10% bound) to plasma proteins;
DDI-DrugBank.d212.s4,clinically significant interactions with other drugs through competition for protein binding sites are therefore unlikely.
DDI-DrugBank.d212.s5,"Potential pharmacokinetic interactions were assessed in clinical pharmacokinetic studies (phenytoin, valproate, oral contraceptive, digoxin, warfarin, probenecid) and through pharmacokinetic screening in the placebo-controlled clinical studies in epilepsy patients."
DDI-DrugBank.d212.s6,Drug-Drug Interactions Between Keppra  And Other Antiepileptic Drugs (AEDs) Phenytoin Keppra  (3000 mg daily) had no effect on the pharmacokinetic disposition of phenytoin in patients with refractory epilepsy.
DDI-DrugBank.d212.s7,Pharmacokinetics of levetiracetam were also not affected by phenytoin.
DDI-DrugBank.d212.s8,Valproate Keppra  (1500 mg twice daily) did not alter the pharmacokinetics of valproate in healthy volunteers.
DDI-DrugBank.d212.s9,Valproate 500 mg twice daily did not modify the rate or extent of levetiracetam absorption or its plasma clearance or urinary excretion.
DDI-DrugBank.d212.s10,"There also was no effect on exposure to and the excretion of the primary metabolite, ucb L057."
DDI-DrugBank.d212.s11,"Potential drug interactions between Keppra  and other AEDs (carbamazepine, gabapentin, lamotrigine, phenobarbital, phenytoin, primidone and valproate) were also assessed by evaluating the serum concentrations of levetiracetam and these AEDs during placebo-controlled clinical studies."
DDI-DrugBank.d212.s12,These data indicate that levetiracetam does not influence the plasma concentration of other AEDs and that these AEDs do not influence the pharmacokinetics of levetiracetam.
DDI-DrugBank.d212.s13,Effect of AEDs in Pediatric Patients There was about a 22% increase of apparent total body clearance of levetiracetam when it was co-administered with enzyme-inducing AEDs.
DDI-DrugBank.d212.s14,"Dose adjustment is not recommended.Levetiracetam had no effect on plasma concentrations of carbamazepine, valproate, topiramate, or lamotrigine."
DDI-DrugBank.d212.s15,"Other Drug Interactions Oral Contraceptives Keppra  (500 mg twice daily) did not influence the pharmacokinetics of an oral contraceptive containing 0.03 mg ethinyl estradiol and 0.15 mg levonorgestrel, or of the luteinizing hormone and progesterone levels, indicating that impairment of contraceptive efficacy is unlikely."
DDI-DrugBank.d212.s16,Coadministration of this oral contraceptive did not influence the pharmacokinetics of levetiracetam.
DDI-DrugBank.d212.s17,Digoxin Keppra  (1000 mg twice daily) did not influence the pharmacokinetics and pharmacodynamics (ECG) of digoxin given as a 0.25 mg dose every day.
DDI-DrugBank.d212.s18,Coadministration of digoxin did not influence the pharmacokinetics of levetiracetam.
DDI-DrugBank.d212.s19,Warfarin Keppra  (1000 mg twice daily) did not influence the pharmacokinetics of R and S warfarin.
DDI-DrugBank.d212.s20,Prothrombin time was not affected by levetiracetam.
DDI-DrugBank.d212.s21,Coadministration of warfarin did not affect the pharmacokinetics of levetiracetam.
DDI-DrugBank.d212.s22,"Probenecid: Probenecid, a renal tubular secretion blocking agent, administered at a dose of 500 mg four times a day, did not change the pharmacokinetics of levetiracetam 1000 mg twice daily."
DDI-DrugBank.d212.s23,"Cssmax of the metabolite, ucb L057, was approximately doubled in the presence of probenecid while the fraction of drug excreted unchanged in the urine remained the same."
DDI-DrugBank.d212.s24,"Renal clearance of ucb L057 in the presence of probenecid decreased 60%, probably related to competitive inhibition of tubular secretion of ucb L057."
DDI-DrugBank.d212.s25,The effect of Keppra  on probenecid was not studied.
DDI-DrugBank.d121.s0,Nephrotoxicity has been reported following concomitant administration of aminoglycoside antibiotics and cephalosporin antibiotics.
DDI-DrugBank.d121.s1,Concomitant administration of probenecid doubled the AUC for cefprozil.
DDI-DrugBank.d121.s2,The bioavailability of the capsule formulation of cefprozil was not affected when administered 5 minutes following an antacid.
DDI-DrugBank.d94.s0,"Clinically meaningful drug interactions have occurred with concomitant medications and include, but are not limited to the following: Agents Highly Bound to Plasma Protein Carbamazepine is not highly bound to plasma proteins;"
DDI-DrugBank.d94.s1,"therefore, administration of EQUETROTM to a patient taking another drug that is highly protein bound should not cause increased free concentrations of the other drug."
DDI-DrugBank.d94.s2,"Agents that Inhibit Cytochrome P450 Isoenzymes and/or Epoxide Hydrolase Carbamazepine is metabolized mainly by cytochrome P450 (CYP) 3A4 to the active carbamazepine 10,11-epoxide, which is further metabolized to the trans-diol by epoxide hydrolase."
DDI-DrugBank.d94.s3,"Therefore, the potential exists for interaction between carbamazepine and any agent that inhibits CYP3A4 and/or epoxide hydrolase."
DDI-DrugBank.d94.s4,"Agents that are CYP3A4 inhibitors that have been found, or are expected, to increase plasma levels of EQUETROTM are the following: Acetazolamide, azole antifungals, cimetidine, clarithromycin(1), dalfopristin, danazol, delavirdine, diltiazem, erythromycin(1), fluoxetine, fluvoxamine, grapefruit juice, isoniazid, itraconazole, ketoconazole, loratadine, nefazodone, niacinamide, nicotinamide, protease inhibitors, propoxyphene, quinine, quinupristin, troleandomycin, valproate(1), verapamil, zileuton."
DDI-DrugBank.d94.s5,"Thus, if a patient has been titrated to a stable dosage of EQUETROTM, and then begins a course of treatment with one of these CYP3A4 or epoxide hydrolase inhibitors, it is reasonable to expect that a dose reduction for EQUETROTM may be necessary."
DDI-DrugBank.d94.s6,Agents that Induce Cytochrome P450 Isoenzymes Carbamazepine is metabolized by CYP3A4.
DDI-DrugBank.d94.s7,"Therefore, the potential exists for interaction between carbamazepine and any agent that induces CYP3A4."
DDI-DrugBank.d94.s8,"Agents that are CYP inducers that have been found, or are expected, to decrease plasma levels of EQUETROTM are the following: Cisplatin, doxorubicin HCL, felbamate, rifampin, phenobarbital, Phenytoin(2), primidone, methsuximide, and theophylline Thus, if a patient has been titrated to a stable dosage on EQUETROTM, and then begins a course of treatment with one of these CYP3A4 inducers, it is reasonable to expect that a dose increase for EQUETROTM may be necessary."
DDI-DrugBank.d94.s9,Agents with Decreased Levels in the Presence of Carbamazepine due to Induction of Cytochrome P450 Enzymes Carbamazepine is known to induce CYP1A2 and CYP3A4.
DDI-DrugBank.d94.s10,"Therefore, the potential exists for interaction between carbamazepine and any agent metabolized by one (or more) of these enzymes."
DDI-DrugBank.d94.s11,"Agents that have been found, or are expected to have decreased plasma levels in the presence of EQUETROTM due to induction of CYP enzymes are the following: Acetaminophen, alprazolam, amitriptyline, bupropion, buspirone, citalopram, clobazam, clonazepam, clozapine, cyclosporin, delavirdine, desipramine, diazepam, dicumarol, doxycycline, ethosuximide, felbamate, felodipine, glucocorticoids, haloperidol, itraconazole, lamotrigine, levothyroxine, lorazepam, methadone, midazolam, mirtazapine, nortriptyline, olanzapine, oral contraceptives(3), oxcarbazepine, Phenytoin(4), praziquantel, protease inhibitors, quetiapine, risperidone, theophylline, topiramate, tiagabine, tramadol, triazolam, valproate, warfarin(5) , ziprasidone, and zonisamide."
DDI-DrugBank.d94.s12,"Thus, if a patient has been titrated to a stable dosage on one of the agents in this category, and then begins a course of treatment with EQUETROTM, it is reasonable to expect that a dose increase for the concomitant agent may be necessary."
DDI-DrugBank.d94.s13,"Agents with Increased Levels in the Presence of Carbamazepine: EQUETROTM increases the plasma levels of the following agents: Clomipramine HCl, Phenytoin(6), and primidone Thus, if a patient has been titrated to a stable dosage on one of the agents in this category, and then begins a course of the treatment with EQUETROTM, it is reasonable to expect that a dose decrease for the concomitant agent may be necessary."
DDI-DrugBank.d94.s14,Pharmacological/Pharmacodynamic Interactions with Carbamazepine Concomitant administration of carbamazepine and lithium may increase the risk of neurotoxic side effects.
DDI-DrugBank.d94.s15,"Given the anticonvulsant properties of carbamazepine, EQUETROTM may reduce the thyroid function as has been reported with other anticonvulsants."
DDI-DrugBank.d94.s16,"Additionally, anti-malarial drugs, such as chloroquine and mefloquine, may antagonize the activity of carbamazepine."
DDI-DrugBank.d94.s17,"Thus if a patient has been titrated to a stable dosage on one of the agents in this category, and then begins a course of treatment with EQUETROTM, it is reasonable to expect that a dose adjustment may be necessary."
DDI-DrugBank.d94.s18,"Because of its primary CNS effect, caution should be used when EQUETROTM is taken with other centrally acting drugs and alcohol."
DDI-DrugBank.d236.s0,"Acidifying agents: Gastrointestinal acidifying agents (guanethidine, reserpine, glutamic acid HCl, ascorbic acid, fruit juices, etc.) lower absorption of amphetamines."
DDI-DrugBank.d236.s1,"Urinary acidifying agents (ammonium chloride, sodium acid phosphate, etc.) increase the concentration of the ionized species of the amphetamine molecule, thereby increasing urinary excretion."
DDI-DrugBank.d236.s2,Both groups of agents lower blood levels and efficacy of amphetamines.
DDI-DrugBank.d236.s3,Adrenergic blockers: Adrenergic blockers are inhibited by amphetamines.
DDI-DrugBank.d236.s4,"Alkalinizing agents: Gastrointestinal alkalinizing agents (sodium bicarbonate, etc.) increase absorption of amphetamines."
DDI-DrugBank.d236.s5,"Urinary alkalinizing agents (acetazolamide, some thiazides) increase the concentration of the non-ionized species of the amphetamine molecule, thereby decreasing urinary excretion."
DDI-DrugBank.d236.s6,Both groups of agents increase blood levels and therefore potentiate the actions of amphetamines.
DDI-DrugBank.d236.s7,"Antidepressants, tricyclic: Amphetamines may enhance the activity of tricyclic or sympathomimetic agents;"
DDI-DrugBank.d236.s8,d-amphetamine with desipramine or protriptyline and possibly other tricyclics cause striking and sustained increases in the concentration of d-amphetamine in the brain;
DDI-DrugBank.d236.s9,cardiovascular effects can be potentiated.
DDI-DrugBank.d236.s10,"MAO inhibitors: MAOI antidepressants, as well as a metabolite of furazolidone, slow amphetamine metabolism."
DDI-DrugBank.d236.s11,"This slowing potentiates amphetamines, increasing their effect on the release of norepinephrine and other monoamines from adrenergic nerve endings;"
DDI-DrugBank.d236.s12,this can cause headaches and other signs of hypertensive crisis.
DDI-DrugBank.d236.s13,"A variety of neurological toxic effects and malignant hyperpyrexia can occur, sometimes with fatal results."
DDI-DrugBank.d236.s14,Antihistamines: Amphetamines may counteract the sedative effect of antihistamines.
DDI-DrugBank.d236.s15,Antihypertensives: Amphetamines may antagonize the hypotensive effects of antihypertensives.
DDI-DrugBank.d236.s16,"Chlorpromazine: Chlorpromazine blocks dopamine and norepinephrine reuptake, thus inhibiting the central stimulant effects of amphetamines, and can be used to treat amphetamine poisoning."
DDI-DrugBank.d236.s17,Ethosuximide: Amphetamines may delay intestinal absorption of ethosuximide.
DDI-DrugBank.d236.s18,"Haloperidol: Haloperidol blocks dopamine and norepinephrine reuptake, thus inhibiting the central stimulant effects of amphetamines."
DDI-DrugBank.d236.s19,Lithium carbonate: The stimulatory effects of amphetamines may be inhibited by lithium carbonate.
DDI-DrugBank.d236.s20,Meperidine: Amphetamines potentiate the analgesic effect of meperidine.
DDI-DrugBank.d236.s21,"Methenamine therapy: Urinary excretion of amphetamines is increased, and efficacy is reduced, by acidifying agents used in methenamine therapy."
DDI-DrugBank.d236.s22,Norepinephrine: Amphetamines enhance the adrenergic effect of norepinephrine.
DDI-DrugBank.d236.s23,Phenobarbital: Amphetamines may delay intestinal absorption of phenobarbital;
DDI-DrugBank.d236.s24,co-administration of phenobarbital may produce a synergistic anticonvulsant action.
DDI-DrugBank.d236.s25,Phenytoin: Amphetamines may delay intestinal absorption of phenytoin;
DDI-DrugBank.d236.s26,co-administration of phenytoin may produce a synergistic anticonvulsant action.
DDI-DrugBank.d236.s27,"Propoxyphene: In cases of propoxyphene overdosage, amphetamine CNS stimulation is potentiated and fatal convulsions can occur."
DDI-DrugBank.d236.s28,Veratrum alkaloids: Amphetamines inhibit the hypotensive effect of veratrum alkaloids.
DDI-DrugBank.d236.s29,Drug/Laboratory Test Interactions: Amphetamines can cause a significant elevation in plasma corticosteroid levels.
DDI-DrugBank.d236.s30,This increase is greatest in the evening.
DDI-DrugBank.d236.s31,Amphetamines may interfere with urinary steroid determinations.
DDI-DrugBank.d95.s0,Cyclosporine - L-arginine may counteract the antinaturetic effect of cyclosporin.
DDI-DrugBank.d95.s1,Ibuprofen - L-arginine may increase the absorption of ibuprofen if taken concomitantly.
DDI-DrugBank.d95.s2,Organic nitrates - L-arginine supplements theoretically may potentiate the effects of organic nitrates if taken concomitantly.
DDI-DrugBank.d95.s3,"Sildenafil citrate - Theoretically, L-arginine supplements taken concomitantly with sildenafil citrate, may potentiate the effects of the drug."
DDI-DrugBank.d408.s0,No formal drug interaction studies have been performed with ZEVALIN.
DDI-DrugBank.d408.s1,"Due to the frequent occurrence of severe and prolonged thrombocytopenia, the potential benefits of medications which interfere with platelet function and/or anticoagulation should be weighed against the potential increased risks of bleeding and hemorrhage."
DDI-DrugBank.d408.s2,Patients receiving medications that interfere with platelet function or coagulation should have more frequent laboratory monitoring for thrombocytopenia.
DDI-DrugBank.d408.s3,"In addition, the transfusion practices for such patients may need to be modified given the increased risk of bleeding."
DDI-DrugBank.d408.s4,Patients in clinical studies were prohibited from receiving growth factor treatment for 2 weeks prior to the ZEVALIN therapeutic regimen as well as for 2 weeks following completion of the regimen.
DDI-DrugBank.d119.s0,The following drug interactions have been reported with etomidate.
DDI-DrugBank.d119.s1,Drug Effect
DDI-DrugBank.d119.s2,Probenecid    Prolonged action of etomidate
DDI-DrugBank.d119.s3,Diazoxide    Hypotension
DDI-DrugBank.d119.s4,Zimelidine    etomidate antagonism
DDI-DrugBank.d119.s5,Opioid analgesics    Decreased antinociceptive action
DDI-DrugBank.d119.s6,Aminophylline     Etomidate antagonism
DDI-DrugBank.d119.s7,Midazolam    Synergism
DDI-DrugBank.d231.s0,"Furosemide may increase the ototoxic potential of aminoglycoside antibiotics, especially in the presence of impaired renal function."
DDI-DrugBank.d231.s1,"Except in life-threatening situations, avoid this combination."
DDI-DrugBank.d231.s2,Furosemide should not be used concomitantly with ethacrynic acid because of the possibility of ototoxicity.
DDI-DrugBank.d231.s3,"Patients receiving high doses of salicylates concomitantly with furosemide, as in rheumatic disease, may experience salicylate toxicity at lower doses because of competitive renal excretory sites."
DDI-DrugBank.d231.s4,Furosemide has a tendency to antagonize the skeletal muscle relaxing effect of tubocurarine and may potentiate the action of succinylcholine.
DDI-DrugBank.d231.s5,Lithium generally should not be given with diuretics because they reduce lithiums renal clearance and add a high risk of lithium toxicity.
DDI-DrugBank.d231.s6,Furosemide may add to or potentiate the therapeutic effect of other antihypertensive drugs.
DDI-DrugBank.d231.s7,Potentiation occurs with ganglionic or peripheral adrenergic blocking drugs.
DDI-DrugBank.d231.s8,Furosemide may decrease arterial responsiveness to norepinephrine.
DDI-DrugBank.d231.s9,"However, norepinephrine may still be used effectively."
DDI-DrugBank.d231.s10,Tablets Simultaneous administration of sucralfate and furosemide tablets may reduce the natriuretic and antihypertensive effects of furosemide.
DDI-DrugBank.d231.s11,Patients receiving both drugs should be observed closely to determine if the desired diuretic and/or antihypertensive effect of furosemide is achieved.
DDI-DrugBank.d231.s12,The intake of furosemide and sucralfate should be separated by at least two hours.
DDI-DrugBank.d231.s13,"Tablets, Injection, and Oral Solution One study in six subjects demonstrated that the combination of furosemide and acetylsalicylic acid temporarily reduced creatinine clearance in patients with chronic renal insufficiency."
DDI-DrugBank.d231.s14,"There are case reports of patients who developed increased BUN, serum creatinine and serum potassium levels, and weight gain when furosemide was used in conjunction with NSAIDs."
DDI-DrugBank.d231.s15,Literature reports indicate that coadministration of indomethacin may reduce the natriuretic and antihypertensive effects of furosemide in some patients by inhibiting prostaglandin synthesis.
DDI-DrugBank.d231.s16,"Indomethacin may also affect plasma renin levels, aldosterone excretion, and renin profile evaluation."
DDI-DrugBank.d231.s17,Patients receiving both indomethacin and furosemide should be observed closely to determine if the desired diuretic and/or antihypertensive effect of furosemide is achieved.
DDI-DrugBank.d30.s0,"No significant drug-drug pharmacokinetic interactions have been found in interaction studies with hydrochlorothiazide, digoxin, warfarin, cimetidine and phenobarbital."
DDI-DrugBank.d30.s1,"Rifampin, an inducer of drug metabolism, decreased the concentrations of losartan and its active metabolite."
DDI-DrugBank.d30.s2,"In humans, two inhibitors of P450 3A4 have been studied."
DDI-DrugBank.d30.s3,"Ketoconazole did not affect the conversion of losartan to the active metabolite after intravenous administration of losartan, and erythromycin had no clinically significant effect after oral administration."
DDI-DrugBank.d30.s4,"Fluconazole, an inhibitor of P450 2C9, decreased active metabolite concentration and increased losartan concentration."
DDI-DrugBank.d30.s5,The pharmacodynamic consequences of concomitant use of losartan and inhibitors of P450 2C9 have not been examined.
DDI-DrugBank.d30.s6,"Subjects who do not metabolize losartan to active metabolite have been shown to have a specific, rare defect in cytochrome P450 2C9."
DDI-DrugBank.d30.s7,These data suggest that the conversion of losartan to its active metabolite is mediated primarily by P450 2C9 and not P450 3A4.
DDI-DrugBank.d30.s8,"As with other drugs that block angiotensin II or its effects, concomitant use of potassium-sparing diuretics (e.g., spironolactone, triamterene, amiloride), potassium supplements, or salt substitutes containing potassium may lead to increases in serum potassium."
DDI-DrugBank.d30.s9,"As with other antihypertensive agents, the antihypertensive effect of losartan may be blunted by the non-steroidal anti-inflammatory drug indomethacin"
DDI-DrugBank.d5.s0,"Few systemic data have been collected on the metabolism of WELLBUTRIN following concomitant administration with other drugs or, alternatively, the effect of concomitant administration of WELLBUTRIN on the metabolism of other drugs."
DDI-DrugBank.d5.s1,"Because bupropion is extensively metabolized, the coadministration of other drugs may affect its clinical activity."
DDI-DrugBank.d5.s2,In vitro studies indicate that bupropion is primarily metabolized to hydroxybupropion by the CYP2B6 isoenzyme.
