entityID,name,position,type
DDI-DrugBank.d75.s1.e4,digoxin,177-183,drug
DDI-DrugBank.d75.s1.e5,warfarin,188-195,drug
DDI-DrugBank.d75.s2.e0,anagrelide,122-131,drug
DDI-DrugBank.d75.s2.e1,aspirin,157-163,brand
DDI-DrugBank.d75.s2.e2,acetaminophen,166-178,drug
DDI-DrugBank.d75.s2.e3,furosemide,181-190,drug
DDI-DrugBank.d75.s2.e4,iron,193-196,drug
DDI-DrugBank.d75.s2.e5,ranitidine,199-208,drug
DDI-DrugBank.d75.s2.e6,hydroxyurea,211-221,drug
DDI-DrugBank.d75.s2.e7,allopurinol,228-238,drug
DDI-DrugBank.d75.s3.e0,anagrelide,46-55,drug
DDI-DrugBank.d75.s4.e0,anagrelide,78-87,drug
DDI-DrugBank.d75.s4.e1,aspirin,145-151,brand
DDI-DrugBank.d75.s6.e0,anagrelide,60-69,drug
DDI-DrugBank.d75.s6.e1,acetylsalicylic acid,75-94,drug
DDI-DrugBank.d75.s7.e0,aspirin,20-26,brand
DDI-DrugBank.d75.s8.e0,Anagrelide,0-9,drug
DDI-DrugBank.d75.s8.e1,aspirin,123-129,brand
DDI-DrugBank.d75.s9.e0,Anagrelide,0-9,drug
DDI-DrugBank.d75.s10.e0,fluvoxamine,78-88,drug
DDI-DrugBank.d75.s10.e1,anagrelide,176-185,drug
DDI-DrugBank.d75.s11.e0,Anagrelide,0-9,drug
DDI-DrugBank.d75.s12.e0,Anagrelide,0-9,drug
DDI-DrugBank.d75.s12.e1,theophylline,213-224,drug
DDI-DrugBank.d75.s13.e0,Anagrelide,0-9,drug
DDI-DrugBank.d75.s14.e0,milrinone,76-84,drug
DDI-DrugBank.d75.s14.e1,enoximone,87-95,drug
DDI-DrugBank.d75.s14.e2,amrinone,98-105,drug
DDI-DrugBank.d75.s14.e3,olprinone,108-116,drug_n
DDI-DrugBank.d75.s14.e4,cilostazol,122-131,drug
DDI-DrugBank.d75.s14.e5,anagrelide,155-164,drug
DDI-DrugBank.d75.s15.e0,sucralfate,51-60,drug
DDI-DrugBank.d75.s15.e1,anagrelide,81-90,drug
DDI-DrugBank.d75.s16.e0,anagrelide,68-77,drug
DDI-DrugBank.d424.s0.e0,Atovaquone,0-9,drug
DDI-DrugBank.d424.s1.e0,MEPRON,53-58,brand
DDI-DrugBank.d424.s2.e0,atovaquone,40-49,drug
DDI-DrugBank.d424.s2.e1,phenytoin,132-140,drug
DDI-DrugBank.d424.s2.e2,phenytoin,178-186,drug
DDI-DrugBank.d424.s2.e3,atovaquone,216-225,drug
DDI-DrugBank.d424.s3.e0,Rifampin,0-7,drug
DDI-DrugBank.d424.s3.e1,rifampin,30-37,drug
DDI-DrugBank.d424.s3.e2,MEPRON,43-48,brand
DDI-DrugBank.d424.s3.e3,atovaquone,127-136,drug
DDI-DrugBank.d424.s4.e0,rifampin,16-23,drug
DDI-DrugBank.d424.s4.e1,MEPRON,86-91,brand
DDI-DrugBank.d424.s5.e0,Rifabutin,0-8,drug
DDI-DrugBank.d424.s5.e1,rifamycin,19-27,drug
DDI-DrugBank.d424.s5.e2,rifampin,57-64,drug
DDI-DrugBank.d424.s5.e3,rifampin,126-133,drug
DDI-DrugBank.d424.s6.e0,MEPRON,47-52,brand
DDI-DrugBank.d424.s6.e1,rifabutin,58-66,drug
DDI-DrugBank.d424.s7.e0,MEPRON,55-60,brand
DDI-DrugBank.d514.s0.e0,Opioids,0-6,group
DDI-DrugBank.d514.s0.e1,central nervous system depressants,19-52,group
DDI-DrugBank.d514.s1.e0,central nervous system depressants,26-59,group
DDI-DrugBank.d514.s1.e1,heroin,62-67,drug_n
DDI-DrugBank.d514.s2.e0,heroin,22-27,drug_n
DDI-DrugBank.d514.s2.e1,central nervous system depressants,81-114,group
DDI-DrugBank.d514.s2.e2,alcohol,127-133,drug
DDI-DrugBank.d514.s2.e3,benzodiazepines,136-150,group
DDI-DrugBank.d514.s2.e4,diazepam,160-167,drug
DDI-DrugBank.d514.s2.e5,Valium,170-175,brand
DDI-DrugBank.d514.s2.e6,methadone,204-212,drug
DDI-DrugBank.d514.s3.e0,benzodiazepines,12-26,group
DDI-DrugBank.d514.s3.e1,heroin,63-68,drug
DDI-DrugBank.d514.s4.e0,Cocaine,0-6,drug
DDI-DrugBank.d514.s4.e1,heroin,67-72,drug_n
DDI-DrugBank.d202.s0.e0,tricyclic antidepressants,37-61,group
DDI-DrugBank.d202.s0.e1,cimetidine,108-117,drug
DDI-DrugBank.d202.s1.e0,tricyclic antidepressants,147-171,group
DDI-DrugBank.d202.s1.e1,cimetidine,178-187,drug
DDI-DrugBank.d202.s2.e0,tricyclic antidepressants,71-95,group
DDI-DrugBank.d202.s2.e1,cimetidine,169-178,drug
DDI-DrugBank.d202.s3.e0,cimetidine,63-72,drug
DDI-DrugBank.d202.s3.e1,tricyclic antidepressants,130-154,group
DDI-DrugBank.d202.s4.e0,tricyclic antidepressants,28-52,group
DDI-DrugBank.d202.s4.e1,cimetidine,96-105,drug
DDI-DrugBank.d202.s5.e0,tricyclic antidepressants,15-39,group
DDI-DrugBank.d202.s6.e0,antidepressants,90-104,group
DDI-DrugBank.d202.s6.e1,nortriptyline,117-129,drug
DDI-DrugBank.d202.s6.e2,fluoxetine hydrochloride,137-160,drug
DDI-DrugBank.d202.s7.e0,Fluoxetine,0-9,drug
DDI-DrugBank.d202.s7.e1,norfluoxetine,93-105,drug_n
DDI-DrugBank.d202.s8.e0,reserpine,18-26,drug
DDI-DrugBank.d202.s8.e1,tricyclic antidepressant,50-73,group
DDI-DrugBank.d202.s9.e0,nortriptyline hydrochloride,73-99,drug
DDI-DrugBank.d202.s9.e1,anticholinergic drugs,120-140,group
DDI-DrugBank.d202.s9.e2,sympathomimetic drugs,145-165,group
DDI-DrugBank.d202.s10.e0,alcohol,52-58,drug
DDI-DrugBank.d202.s12.e0,debrisoquin,73-83,drug
DDI-DrugBank.d202.s12.e1,dextromethorphan,86-101,drug
DDI-DrugBank.d202.s12.e2,tricyclic antidepressants,112-136,group
DDI-DrugBank.d202.s13.e0,tricyclic antidepressants,73-97,group
DDI-DrugBank.d202.s14.e0,antidepressants,82-96,group
DDI-DrugBank.d202.s14.e1,tricyclic antidepressants,99-123,group
DDI-DrugBank.d202.s14.e2,selective serotonin reuptake inhibitors,126-164,group
DDI-DrugBank.d202.s15.e0,tricyclic antidepressants,19-43,group
DDI-DrugBank.d202.s15.e1,tricyclic antidepressant,160-183,group
DDI-DrugBank.d202.s16.e0,tricyclic antidepressants,32-56,group
DDI-DrugBank.d202.s16.e1,antidepressants,131-145,group
DDI-DrugBank.d202.s16.e2,phenothiazines,148-161,group
DDI-DrugBank.d202.s16.e3,carbamazepine,164-176,drug
DDI-DrugBank.d202.s16.e4,Type 1C antiarrhythmics,183-205,group
DDI-DrugBank.d202.s16.e5,propafenone,212-222,drug
DDI-DrugBank.d202.s16.e6,flecainide,225-234,drug
DDI-DrugBank.d202.s16.e7,encainide,241-249,drug
DDI-DrugBank.d202.s16.e8,quinidine,286-294,drug
DDI-DrugBank.d326.s0.e0,Phenothiazines,0-13,group
DDI-DrugBank.d326.s0.e1,piperazine,24-33,drug
DDI-DrugBank.d326.s0.e2,phenothiazine,41-53,group
DDI-DrugBank.d326.s1.e0,Pyrantel,0-7,drug
DDI-DrugBank.d326.s1.e1,Antiminth,16-24,drug
DDI-DrugBank.d326.s1.e2,piperazine,36-45,drug
DDI-DrugBank.d326.s1.e3,pyrantel,51-58,drug
DDI-DrugBank.d326.s1.e4,piperazine,97-106,drug
DDI-DrugBank.d26.s0.e0,narcotic analgesic,25-42,group
DDI-DrugBank.d26.s0.e1,anesthetics,54-64,group
DDI-DrugBank.d26.s0.e2,phenothiazines,67-80,group
DDI-DrugBank.d26.s0.e3,tranquilizers,83-95,group
DDI-DrugBank.d26.s0.e4,sedative-hypnotics,98-115,group
DDI-DrugBank.d26.s0.e5,tricyclic antidepressants,118-142,group
DDI-DrugBank.d26.s0.e6,CNS depressants,153-167,group
DDI-DrugBank.d26.s0.e7,alcohol,180-186,drug
DDI-DrugBank.d26.s0.e8,DILAUDID,208-215,brand
DDI-DrugBank.d57.s0.e0,aminoglycoside,22-35,group
DDI-DrugBank.d57.s0.e1,antibiotics,58-68,group
DDI-DrugBank.d57.s0.e2,penicillins,71-81,group
DDI-DrugBank.d57.s0.e3,cephalosporins,86-99,group
DDI-DrugBank.d57.s1.e0,aminoglycoside,13-26,group
DDI-DrugBank.d57.s1.e1,penicillin,34-43,group
DDI-DrugBank.d57.s1.e2,aminoglycoside,119-132,group
DDI-DrugBank.d57.s2.e0,aminoglycoside,34-47,group
DDI-DrugBank.d210.s0.e0,ACE inhibitors,0-13,group
DDI-DrugBank.d210.s0.e1,NSAIDs,37-42,group
DDI-DrugBank.d210.s0.e2,Angiotensin Converting Enzyme (ACE) inhibitors,88-133,group
DDI-DrugBank.d210.s1.e0,VIOXX,81-85,brand
DDI-DrugBank.d210.s1.e1,ACE inhibitor,96-108,group
DDI-DrugBank.d210.s1.e2,benazepril,110-119,drug
DDI-DrugBank.d210.s1.e3,ACE inhibitor,242-254,group
DDI-DrugBank.d210.s2.e0,VIOXX,66-70,brand
DDI-DrugBank.d210.s2.e1,ACE inhibitors,91-104,group
DDI-DrugBank.d210.s3.e0,Aspirin,0-6,brand
DDI-DrugBank.d210.s3.e1,aspirin,48-54,brand
DDI-DrugBank.d210.s3.e2,VIOXX,61-65,brand
DDI-DrugBank.d210.s3.e3,VIOXX,159-163,brand
DDI-DrugBank.d210.s4.e0,aspirin,193-199,brand
DDI-DrugBank.d210.s4.e1,VIOXX,206-210,brand
DDI-DrugBank.d210.s4.e2,ibuprofen,253-261,drug
DDI-DrugBank.d210.s5.e0,aspirin,25-31,brand
DDI-DrugBank.d210.s5.e1,ibuprofen,38-46,drug
DDI-DrugBank.d210.s6.e0,VIOXX,17-21,brand
DDI-DrugBank.d210.s6.e1,aspirin,115-121,brand
DDI-DrugBank.d210.s7.e0,VIOXX,41-45,brand
DDI-DrugBank.d210.s7.e1,aspirin,71-77,brand
DDI-DrugBank.d210.s8.e0,VIOXX,30-34,brand
DDI-DrugBank.d210.s9.e0,VIOXX,64-68,brand
DDI-DrugBank.d210.s9.e1,aspirin,74-80,brand
DDI-DrugBank.d210.s10.e0,Cimetidine,0-9,drug
DDI-DrugBank.d210.s10.e1,cimetidine,49-58,drug
DDI-DrugBank.d210.s10.e2,rofecoxib,103-111,drug
DDI-DrugBank.d210.s12.e0,Digoxin,0-6,drug
DDI-DrugBank.d210.s12.e1,Rofecoxib,9-17,drug
DDI-DrugBank.d210.s12.e2,digoxin,120-126,drug
DDI-DrugBank.d210.s13.e0,Furosemide,0-9,drug
DDI-DrugBank.d210.s13.e1,NSAIDs,86-91,group
DDI-DrugBank.d210.s13.e2,furosemide,130-139,drug
DDI-DrugBank.d210.s13.e3,thiazides,145-153,group
DDI-DrugBank.d210.s15.e0,Ketoconazole,0-11,drug
DDI-DrugBank.d210.s15.e1,Ketoconazole,14-25,drug
DDI-DrugBank.d210.s15.e2,rofecoxib,112-120,drug
DDI-DrugBank.d210.s16.e0,Lithium,0-6,drug
DDI-DrugBank.d210.s16.e1,NSAIDs,9-14,group
DDI-DrugBank.d210.s16.e2,lithium,53-59,drug
DDI-DrugBank.d210.s16.e3,lithium,93-99,drug
DDI-DrugBank.d210.s17.e0,lithium,76-82,drug
DDI-DrugBank.d210.s18.e0,VIOXX,11-15,brand
DDI-DrugBank.d210.s18.e1,lithium,21-27,drug
DDI-DrugBank.d210.s18.e2,lithium,111-117,drug
DDI-DrugBank.d210.s19.e0,Methotrexate,0-11,drug
DDI-DrugBank.d210.s19.e1,VIOXX,13-17,brand
DDI-DrugBank.d210.s19.e2,methotrexate,131-142,drug
DDI-DrugBank.d210.s19.e3,methotrexate,205-216,drug
DDI-DrugBank.d210.s20.e0,VIOXX,34-38,brand
DDI-DrugBank.d210.s20.e1,methotrexate,168-179,drug
DDI-DrugBank.d210.s21.e0,methotrexate,68-79,drug
DDI-DrugBank.d210.s21.e1,methotrexate,123-134,drug
DDI-DrugBank.d210.s21.e2,rofecoxib,166-174,drug
DDI-DrugBank.d210.s21.e3,methotrexate,186-197,drug
DDI-DrugBank.d210.s22.e0,methotrexate,23-34,drug
DDI-DrugBank.d210.s22.e1,VIOXX,76-80,brand
DDI-DrugBank.d210.s22.e2,methotrexate,86-97,drug
DDI-DrugBank.d210.s23.e0,Contraceptives,5-18,group
DDI-DrugBank.d210.s23.e1,Rofecoxib,20-28,drug
DDI-DrugBank.d210.s23.e2,ethinyl estradiol,102-118,drug
DDI-DrugBank.d210.s23.e3,norethindrone,124-136,drug
DDI-DrugBank.d210.s24.e0,Prednisone,0-9,drug
DDI-DrugBank.d210.s24.e1,prednisolone,11-22,drug
DDI-DrugBank.d210.s24.e2,Rofecoxib,25-33,drug
DDI-DrugBank.d210.s24.e3,prednisolone,107-118,drug
DDI-DrugBank.d210.s24.e4,prednisone,123-132,drug
DDI-DrugBank.d210.s25.e0,Rifampin,0-7,drug
DDI-DrugBank.d210.s25.e1,VIOXX,31-35,brand
DDI-DrugBank.d210.s25.e2,rifampin,42-49,drug
DDI-DrugBank.d210.s25.e3,rofecoxib,145-153,drug
DDI-DrugBank.d210.s26.e0,VIOXX,45-49,brand
DDI-DrugBank.d210.s26.e1,VIOXX,113-117,brand
DDI-DrugBank.d210.s27.e0,Theophylline,0-11,drug
DDI-DrugBank.d210.s27.e1,VIOXX,13-17,brand
DDI-DrugBank.d210.s27.e2,theophylline,91-102,drug
DDI-DrugBank.d210.s27.e3,theophylline,200-211,drug
DDI-DrugBank.d210.s28.e0,theophylline,23-34,drug
DDI-DrugBank.d210.s28.e1,VIOXX,97-101,brand
DDI-DrugBank.d210.s28.e2,theophylline,149-160,drug
DDI-DrugBank.d210.s29.e0,rofecoxib,24-32,drug
DDI-DrugBank.d210.s30.e0,amitriptyline,107-119,drug
DDI-DrugBank.d210.s30.e1,tacrine,122-128,drug
DDI-DrugBank.d210.s30.e2,zileuton,135-142,drug
DDI-DrugBank.d210.s31.e0,Warfarin,0-7,drug
DDI-DrugBank.d210.s31.e1,VIOXX,118-122,brand
DDI-DrugBank.d210.s31.e2,warfarin,154-161,drug
DDI-DrugBank.d210.s32.e0,warfarin,71-78,drug
DDI-DrugBank.d210.s32.e1,rofecoxib,84-92,drug
DDI-DrugBank.d210.s33.e0,VIOXX,168-172,brand
DDI-DrugBank.d210.s33.e1,warfarin,192-199,drug
DDI-DrugBank.d194.s0.e0,ETOPOPHOS,47-55,brand
DDI-DrugBank.d194.s0.e1,levamisole hydrochloride,124-147,drug
DDI-DrugBank.d194.s1.e0,cyclosporin A,10-22,drug
DDI-DrugBank.d194.s1.e1,etoposide,92-100,drug
DDI-DrugBank.d194.s1.e2,etoposide,132-140,drug
DDI-DrugBank.d194.s1.e3,etoposide,198-206,drug
DDI-DrugBank.d194.s1.e4,etoposide,220-228,drug
DDI-DrugBank.d409.s0.e0,tetracyclines,12-24,group
DDI-DrugBank.d409.s0.e1,anticoagulant,102-114,group
DDI-DrugBank.d409.s0.e2,anticoagulant,165-177,group
DDI-DrugBank.d409.s1.e0,tetracycline class,40-57,group
DDI-DrugBank.d409.s1.e1,antibiotics,62-72,group
DDI-DrugBank.d409.s1.e2,penicillins,121-131,group
DDI-DrugBank.d409.s2.e0,tetracyclines,18-30,group
DDI-DrugBank.d409.s2.e1,contraceptives,42-55,group
DDI-DrugBank.d409.s2.e2,contraceptives,73-86,group
DDI-DrugBank.d358.s0.e0,PLETAL,6-11,brand
DDI-DrugBank.d358.s0.e1,PLETAL,105-110,brand
DDI-DrugBank.d358.s0.e2,ketoconazole,164-175,drug
DDI-DrugBank.d358.s0.e3,erythromycin,181-192,drug
DDI-DrugBank.d358.s0.e4,omeprazole,227-236,drug
DDI-DrugBank.d358.s1.e0,omeprazole,47-56,drug
DDI-DrugBank.d358.s1.e1,erythromycin,62-73,drug
DDI-DrugBank.d358.s1.e2,cilostazol,124-133,drug
DDI-DrugBank.d358.s2.e0,cilostazol,67-76,drug
DDI-DrugBank.d358.s2.e1,diltiazem,119-127,drug
DDI-DrugBank.d358.s3.e0,Pletal,0-5,brand
DDI-DrugBank.d358.s3.e1,lovastatin,120-129,drug
DDI-DrugBank.d257.s0.e0,Levo-Dromoran,54-66,brand
DDI-DrugBank.d257.s0.e1,central nervous system depressants,77-110,group
DDI-DrugBank.d257.s0.e2,alcohol,117-123,drug
DDI-DrugBank.d257.s0.e3,sedatives,126-134,group
DDI-DrugBank.d257.s0.e4,hypnotics,137-145,group
DDI-DrugBank.d257.s0.e5,opioids,154-160,group
DDI-DrugBank.d257.s0.e6,anesthetics,171-181,group
DDI-DrugBank.d257.s0.e7,barbiturates,184-195,group
DDI-DrugBank.d257.s0.e8,tricyclic antidepressants,198-222,group
DDI-DrugBank.d257.s0.e9,phenothiazines,225-238,group
DDI-DrugBank.d257.s0.e10,tranquilizers,241-253,group
DDI-DrugBank.d257.s0.e11,skeletal muscle relaxants,256-280,group
DDI-DrugBank.d257.s0.e12,antihistamines,286-299,group
DDI-DrugBank.d257.s3.e0,MAO inhibitors,32-45,group
DDI-DrugBank.d257.s3.e1,Levo-Dromoran,51-63,brand
DDI-DrugBank.d257.s3.e2,MAO inhibitors,119-132,group
DDI-DrugBank.d257.s4.e0,Levo-Dromoran,56-68,brand
DDI-DrugBank.d257.s4.e1,levorphanol,277-287,drug
DDI-DrugBank.d257.s5.e0,levorphanol,20-30,drug
DDI-DrugBank.d257.s6.e0,Mixed Agonist/Antagonist Opioid Analgesics,18-59,group
DDI-DrugBank.d257.s6.e1,Agonist/antagonist analgesics,62-90,group
DDI-DrugBank.d257.s6.e2,pentazocine,97-107,drug
DDI-DrugBank.d257.s6.e3,nalbuphine,110-119,drug
DDI-DrugBank.d257.s6.e4,butorphanol,122-132,drug
DDI-DrugBank.d257.s6.e5,dezocine,135-142,drug
DDI-DrugBank.d257.s6.e6,buprenorphine,148-160,drug
DDI-DrugBank.d257.s6.e7,pure agonist opioid analgesic,263-291,group
DDI-DrugBank.d257.s6.e8,Levo-Dromoran,301-313,brand
DDI-DrugBank.d257.s7.e0,opioid,3-8,group
DDI-DrugBank.d257.s7.e1,mixed agonist/antagonist analgesics,30-64,group
DDI-DrugBank.d426.s1.e0,ergotamine,67-76,drug
DDI-DrugBank.d426.s1.e1,ergot-type medications,92-113,group
DDI-DrugBank.d426.s1.e2,dihydroergotamine,121-137,drug
DDI-DrugBank.d426.s1.e3,methysergide,142-153,drug
DDI-DrugBank.d426.s1.e4,FROVA,160-164,brand
DDI-DrugBank.d426.s2.e0,FROVA,63-67,brand
DDI-DrugBank.d426.s3.e0,Selective serotonin reuptake inhibitors,0-38,group
DDI-DrugBank.d426.s3.e1,SSRIs,41-45,group
DDI-DrugBank.d426.s3.e2,fluoxetine,55-64,drug
DDI-DrugBank.d426.s3.e3,fluvoxamine,67-77,drug
DDI-DrugBank.d426.s3.e4,paroxetine,80-89,drug
DDI-DrugBank.d426.s3.e5,sertraline,92-101,drug
DDI-DrugBank.d426.s3.e6,5-HT1 agonists,210-223,group
DDI-DrugBank.d426.s4.e0,frovatriptan,30-41,drug
DDI-DrugBank.d426.s4.e1,SSRI,50-53,group
DDI-DrugBank.d426.s5.e0,FROVA,34-38,brand
DDI-DrugBank.d307.s0.e0,Oxcarbazepine,0-12,drug
DDI-DrugBank.d307.s1.e0,AED,21-23,group
DDI-DrugBank.d307.s1.e1,oxcarbazepine,99-111,drug
DDI-DrugBank.d307.s1.e2,MHD,117-119,drug_n
DDI-DrugBank.d307.s2.e0,Oxcarbazepine,0-12,drug
DDI-DrugBank.d307.s3.e0,oxcarbazepine,25-37,drug
DDI-DrugBank.d307.s3.e1,MHD,99-101,drug_n
DDI-DrugBank.d307.s4.e0,OXC,36-38,drug
DDI-DrugBank.d307.s4.e1,MHD,44-46,drug_n
DDI-DrugBank.d307.s5.e0,OXC,30-32,drug
DDI-DrugBank.d307.s5.e1,MHD,38-40,drug_n
DDI-DrugBank.d307.s7.e0,MHD,22-24,drug_n
DDI-DrugBank.d307.s7.e1,oxcarbazepine,39-51,drug
DDI-DrugBank.d307.s8.e0,MHD,3-5,drug_n
DDI-DrugBank.d307.s8.e1,valproic acid,222-234,drug
DDI-DrugBank.d307.s8.e2,lamotrigine,237-247,drug
DDI-DrugBank.d307.s9.e0,oxcarbazepine,13-25,drug
DDI-DrugBank.d307.s9.e1,MHD,31-33,drug_n
DDI-DrugBank.d307.s9.e2,dihydropyridine calcium antagonists,140-174,group
DDI-DrugBank.d307.s9.e3,contraceptives,185-198,group
DDI-DrugBank.d307.s10.e0,MHD,14-16,drug_n
DDI-DrugBank.d307.s11.e0,Antiepileptic drugs,0-18,group
DDI-DrugBank.d307.s11.e1,Trileptal,52-60,brand
DDI-DrugBank.d307.s11.e2,AEDs,72-75,group
DDI-DrugBank.d307.s12.e0,Trileptal,124-132,brand
DDI-DrugBank.d307.s13.e0,AED,0-2,group
DDI-DrugBank.d307.s14.e0,AED,8-10,group
DDI-DrugBank.d307.s15.e0,Trileptal,0-8,brand
DDI-DrugBank.d307.s16.e0,Trileptal,13-21,brand
DDI-DrugBank.d307.s16.e1,AED,26-28,group
DDI-DrugBank.d307.s17.e0,AED,13-15,group
DDI-DrugBank.d307.s17.e1,MHD,20-22,drug_n
DDI-DrugBank.d307.s18.e0,Carbamazepine,0-12,drug
DDI-DrugBank.d307.s22.e0,Phenobarbital,0-12,drug
DDI-DrugBank.d307.s26.e0,Phenytoin,0-8,drug
DDI-DrugBank.d307.s31.e0,Valproic acid,0-12,drug
DDI-DrugBank.d307.s35.e0,Trileptal,94-102,brand
DDI-DrugBank.d307.s35.e1,phenytoin,140-148,drug
DDI-DrugBank.d307.s35.e2,Trileptal,179-187,brand
DDI-DrugBank.d307.s36.e0,Trileptal,31-39,brand
DDI-DrugBank.d307.s36.e1,phenytoin,119-127,drug
DDI-DrugBank.d307.s37.e0,phenobarbital,16-28,drug
DDI-DrugBank.d307.s37.e1,Trileptal,77-85,brand
DDI-DrugBank.d307.s38.e0,carbamazepine,49-61,drug
DDI-DrugBank.d307.s38.e1,phenytoin,64-72,drug
DDI-DrugBank.d307.s38.e2,phenobarbital,78-90,drug
DDI-DrugBank.d307.s38.e3,MHD,142-144,drug_n
DDI-DrugBank.d307.s39.e0,Trileptal,40-48,brand
DDI-DrugBank.d307.s40.e0,contraceptives,9-22,group
DDI-DrugBank.d307.s40.e1,Trileptal,45-53,brand
DDI-DrugBank.d307.s40.e2,contraceptive,68-80,group
DDI-DrugBank.d307.s40.e3,ethinylestradiol,168-183,drug
DDI-DrugBank.d307.s40.e4,levonorgestrel,194-207,drug
DDI-DrugBank.d307.s43.e0,Trileptal,29-37,brand
DDI-DrugBank.d307.s43.e1,hormonal contraceptives,44-66,group
DDI-DrugBank.d307.s43.e2,contraceptives,85-98,group
DDI-DrugBank.d307.s44.e0,contraceptives,35-48,group
DDI-DrugBank.d307.s45.e0,Calcium Antagonist,0-17,group
DDI-DrugBank.d307.s45.e1,Trileptal,57-65,brand
DDI-DrugBank.d307.s45.e2,felodipine,79-88,drug
DDI-DrugBank.d307.s46.e0,Verapamil,0-8,drug
DDI-DrugBank.d307.s46.e1,MHD,77-79,drug_n
DDI-DrugBank.d307.s47.e0,Cimetidine,24-33,drug
DDI-DrugBank.d307.s47.e1,erythromycin,36-47,drug
DDI-DrugBank.d307.s47.e2,dextropropoxyphene,53-70,drug
DDI-DrugBank.d307.s47.e3,MHD,113-115,drug_n
DDI-DrugBank.d307.s48.e0,warfarin,13-20,drug
DDI-DrugBank.d307.s48.e1,Trileptal,95-103,brand
DDI-DrugBank.d351.s0.e0,Probenecid,0-9,drug
DDI-DrugBank.d351.s0.e1,b-lactam antibiotics,26-45,group
DDI-DrugBank.d351.s0.e2,loracarbef,67-76,drug
DDI-DrugBank.d351.s0.e3,probenecid,94-103,drug
DDI-DrugBank.d351.s0.e4,loracarbef,164-173,drug
DDI-DrugBank.d113.s0.e0,Warfarin,0-7,drug
DDI-DrugBank.d113.s0.e1,Meclofenamate sodium,10-29,drug
DDI-DrugBank.d113.s0.e2,warfarin,54-61,drug
DDI-DrugBank.d113.s1.e0,meclofenamate sodium,16-35,drug
DDI-DrugBank.d113.s1.e1,warfarin,69-76,drug
DDI-DrugBank.d113.s1.e2,warfarin,93-100,drug
DDI-DrugBank.d113.s2.e0,Aspirin,0-6,brand
DDI-DrugBank.d113.s2.e1,aspirin,38-44,brand
DDI-DrugBank.d113.s2.e2,meclofenamate sodium,56-75,drug
DDI-DrugBank.d113.s3.e0,meclofenamate sodium,25-44,drug
DDI-DrugBank.d113.s3.e1,aspirin,63-69,brand
DDI-DrugBank.d113.s3.e2,meclofenamate sodium,96-115,drug
DDI-DrugBank.d113.s4.e0,Meclofenamate sodium,0-19,drug
DDI-DrugBank.d113.s4.e1,salicylate,43-52,group
DDI-DrugBank.d113.s6.e0,Propoxyphene,0-11,drug
DDI-DrugBank.d113.s6.e1,propoxyphene hydrochloride,47-72,drug
DDI-DrugBank.d113.s6.e2,meclofenamate sodium,113-132,drug
DDI-DrugBank.d113.s7.e0,Antacids,0-7,group
DDI-DrugBank.d113.s7.e1,aluminum hydroxide,40-47;63-71,drug
DDI-DrugBank.d113.s7.e2,magnesium hydroxide,53-71,drug
DDI-DrugBank.d113.s7.e3,meclofenamate sodium,112-131,drug
DDI-DrugBank.d50.s1.e0,ZOLADEX,53-59,brand
DDI-DrugBank.d535.s0.e0,enfuvirtide,80-90,drug
DDI-DrugBank.d535.s1.e0,Antiretroviral Agents,0-20,group
DDI-DrugBank.d535.s1.e1,antiretroviral medications,55-80,group
DDI-DrugBank.d535.s1.e2,enfuvirtide,147-157,drug
DDI-DrugBank.d535.s1.e3,antiretroviral medication,189-213,group
DDI-DrugBank.d456.s0.e0,ketoconazole,46-57,drug
DDI-DrugBank.d456.s0.e1,erlotinib,69-77,drug
DDI-DrugBank.d456.s1.e0,TARCEVA,52-58,brand
DDI-DrugBank.d456.s1.e1,ketoconazole,65-76,drug
DDI-DrugBank.d456.s1.e2,atazanavir,142-151,drug
DDI-DrugBank.d456.s1.e3,clarithromycin,154-167,drug
DDI-DrugBank.d456.s1.e4,indinavir,170-178,drug
DDI-DrugBank.d456.s1.e5,itraconazole,181-192,drug
DDI-DrugBank.d456.s1.e6,nefazodone,195-204,drug
DDI-DrugBank.d456.s1.e7,nelfinavir,207-216,drug
DDI-DrugBank.d456.s1.e8,ritonavir,219-227,drug
DDI-DrugBank.d456.s1.e9,saquinavir,230-239,drug
DDI-DrugBank.d456.s1.e10,telithromycin,242-254,drug
DDI-DrugBank.d456.s1.e11,troleandomycin,257-270,drug
DDI-DrugBank.d456.s1.e12,TAO,273-275,drug
DDI-DrugBank.d456.s1.e13,voriconazole,283-294,drug
DDI-DrugBank.d456.s2.e0,rifampicin,38-47,drug
DDI-DrugBank.d456.s2.e1,erlotinib,59-67,drug
DDI-DrugBank.d456.s4.e0,TARCEVA,46-52,brand
DDI-DrugBank.d456.s5.e0,TARCEVA,7-13,brand
DDI-DrugBank.d456.s5.e1,rifampicin,97-106,drug
DDI-DrugBank.d456.s6.e0,rifabutin,55-63,drug
DDI-DrugBank.d456.s6.e1,rifapentine,66-76,drug
DDI-DrugBank.d456.s6.e2,phenytoin,79-87,drug
DDI-DrugBank.d456.s6.e3,carbamazepine,90-102,drug
DDI-DrugBank.d456.s6.e4,phenobarbital,105-117,drug
DDI-DrugBank.d456.s7.e0,TARCEVA,83-89,brand
DDI-DrugBank.d456.s9.e0,TARCEVA,34-40,brand
DDI-DrugBank.d456.s10.e0,erlotinib,76-84,drug
